match_id,date,team,goals,xg,goals_c,xg_c
987937,20th Apr 2019,WAT,2,0.89,1,1.02
987938,20th Apr 2019,MCI,1,1.90,0,0.96
987938,20th Apr 2019,TOT,0,0.96,1,1.90
987939,20th Apr 2019,NEW,3,1.55,1,1.20
987939,20th Apr 2019,SOU,1,1.20,3,1.55
987940,20th Apr 2019,LEI,2,0.88,2,1.21
987940,20th Apr 2019,WHU,2,1.21,2,0.88
987941,20th Apr 2019,BHA,0,0.23,0,2.78
987941,20th Apr 2019,WOL,0,2.78,0,0.23
987942,27th Apr 2019,BHA,1,1.27,1,0.43
987942,27th Apr 2019,NEW,1,0.43,1,1.27
