match_id,nick_name,full_name,pos,team,xa,xg
2210271,Leno,Bernd Leno,Goalkeeper,ARS,0.00,0.00
2210271,Xhaka,Granit Xhaka,Midfielder,ARS,0.10,0.13
2210271,Marí,Pablo Marí,Defender,ARS,0.01,0.07
2210271,Chambers,Calum Chambers,Defender,ARS,0.03,0.07
2210271,Tierney,Kieran Tierney,Defender,ARS,0.32,0.13
2210271,Pepe,Nicolas Pepe,Midfielder,ARS,0.20,0.22
2210271,White (Ben),Ben White,Defender,ARS,0.01,0.00
2210271,Nelson (Reiss),Reiss Nelson,Midfielder,ARS,0.08,0.05
2210271,Smith-Rowe,Emile Smith-Rowe,Midfielder,ARS,0.37,0.12
2210271,Saka,Bukayo Saka,Midfielder,ARS,0.02,0.00
2210271,Balogun,Folarin Balogun,Forward,ARS,0.00,0.22
2210271,Nuno Tavares,Nuno Tavares,Defender,ARS,0.00,0.02
2210271,Sambi Lokonga,Albert Sambi Lokonga,Midfielder,ARS,0.20,0.04
2210271,Martinelli,Gabriel Teodoro Martinelli Silva,Midfielder,ARS,0.03,0.20
2210271,Jansson,Pontus Jansson,Defender,BRE,0.00,0.00
2210271,Norgaard,Christian Norgaard,Midfielder,BRE,0.01,0.67
2210271,Toney,Ivan Toney,Forward,BRE,0.14,0.00
2210271,Raya Martin,David Raya Martin,Goalkeeper,BRE,0.01,0.00
2210271,Canos,Sergi Canos,Defender,BRE,0.17,0.14
2210271,Ajer,Kristoffer Ajer,Defender,BRE,0.02,0.00
2210271,Henry,Rico Henry,Defender,BRE,0.01,0.00
2210271,Janelt,Vitaly Janelt,Midfielder,BRE,0.02,0.00
2210271,Forss,Marcus Forss,Forward,BRE,0.00,0.00
2210271,Bech Sørensen,Mads Bech Sørensen,Defender,BRE,0.00,0.00
2210271,Pinnock,Ethan Pinnock,Defender,BRE,0.02,0.00
2210271,Onyeka,Frank Onyeka,Midfielder,BRE,0.04,0.08
2210271,Mbeumo,Bryan Mbeumo,Forward,BRE,0.02,0.35
2210271,Bidstrup,Mads Bidstrup,Midfielder,BRE,0.00,0.00
2210272,Lallana,Adam Lallana,Midfielder,BHA,0.01,0.00
2210272,Groß,Pascal Groß,Midfielder,BHA,0.09,0.04
2210272,Duffy,Shane Duffy,Defender,BHA,0.00,0.07
2210272,Dunk,Lewis Dunk,Defender,BHA,0.00,0.00
2210272,March,Solomon March,Midfielder,BHA,0.11,0.05
2210272,Webster (Adam),Adam Webster,Defender,BHA,0.02,0.00
2210272,Maupay,Neal Maupay,Forward,BHA,0.02,0.57
2210272,Trossard,Leandro Trossard,Midfielder,BHA,0.02,0.09
2210272,Sanchez,Robert Sanchez,Goalkeeper,BHA,0.01,0.00
2210272,Bissouma,Yves Bissouma,Midfielder,BHA,0.02,0.00
2210272,Alzate,Steven Alzate,Midfielder,BHA,0.14,0.00
2210272,Mac Allister,Alexis Mac Allister,Midfielder,BHA,0.00,0.19
2210272,Moder,Jakub Moder,Midfielder,BHA,0.50,0.04
2210272,Mwepu,Enock Mwepu,Midfielder,BHA,0.02,0.00
2210272,Tarkowski,James Tarkowski,Defender,BUR,0.01,0.69
2210272,Cork,Jack Cork,Midfielder,BUR,0.00,0.09
2210272,Rodriguez,Jay Rodriguez,Forward,BUR,0.01,0.16
2210272,Barnes (Ashley),Ashley Barnes,Forward,BUR,0.00,0.00
2210272,Mee,Ben Mee,Defender,BUR,0.00,0.19
2210272,Westwood,Ashley Roy Westwood,Midfielder,BUR,0.56,0.00
2210272,Gudmundsson,Johann Berg Gudmundsson,Midfielder,BUR,0.01,0.14
2210272,Wood,Chris Wood,Forward,BUR,0.00,0.08
2210272,Lowton,Matthew Lowton,Defender,BUR,0.01,0.00
2210272,Vydra,Matej Vydra,Forward,BUR,0.00,0.11
2210272,Pope,Nick Pope,Goalkeeper,BUR,0.00,0.00
2210272,Taylor (Charlie),Charlie Taylor,Defender,BUR,0.03,0.00
2210272,Brownhill,Josh Brownhill,Midfielder,BUR,0.01,0.00
2210272,McNeil,Dwight McNeil,Midfielder,BUR,0.09,0.00
