match_id,date,team,goals,xg,goals_c,xg_c
2444470,16th Aug 2024,FUL,0,0.44,1,2.43
2444470,16th Aug 2024,MUN,1,2.43,0,0.44
2444471,17th Aug 2024,ARS,2,1.24,0,0.47
2444471,17th Aug 2024,WOL,0,0.47,2,1.24
2444472,17th Aug 2024,BHA,3,1.43,0,0.45
2444472,17th Aug 2024,EVE,0,0.45,3,1.43
2444473,17th Aug 2024,IPS,0,0.45,2,2.65
2444473,17th Aug 2024,LIV,2,2.65,0,0.45
2444474,17th Aug 2024,NEW,1,0.25,0,1.77
2444474,17th Aug 2024,SOU,0,1.77,1,0.25
2444475,17th Aug 2024,BOU,1,1.22,1,1.30
2444475,17th Aug 2024,NFO,1,1.30,1,1.22
2444476,17th Aug 2024,AVL,2,2.03,1,2.46
2444476,17th Aug 2024,WHU,1,2.46,2,2.03
2444477,18th Aug 2024,BRE,2,1.59,1,1.17
2444477,18th Aug 2024,CRY,1,1.17,2,1.59
2444478,18th Aug 2024,CHE,0,1.01,2,0.77
2444478,18th Aug 2024,MCI,2,0.77,0,1.01
2444479,19th Aug 2024,LEI,1,1.05,1,1.18
2444479,19th Aug 2024,TOT,1,1.18,1,1.05
2444480,25th Aug 2024,BOU,1,2.26,1,1.69
2444480,25th Aug 2024,NEW,1,1.69,1,2.26
2444481,24th Aug 2024,ARS,2,0.87,0,1.28
2444481,24th Aug 2024,AVL,0,1.28,2,0.87
2444482,24th Aug 2024,BHA,2,2.09,1,1.43
2444482,24th Aug 2024,MUN,1,1.43,2,2.09
2444483,24th Aug 2024,CRY,0,1.35,2,1.39
2444483,24th Aug 2024,WHU,2,1.39,0,1.35
2444484,24th Aug 2024,FUL,2,1.78,1,0.61
2444484,24th Aug 2024,LEI,1,0.61,2,1.78
2444485,25th Aug 2024,BRE,0,0.55,2,2.65
2444485,25th Aug 2024,LIV,2,2.65,0,0.55
2444486,24th Aug 2024,IPS,1,0.29,4,3.34
2444486,24th Aug 2024,MCI,4,3.34,1,0.29
2444487,24th Aug 2024,NFO,1,2.45,0,0.14
2444487,24th Aug 2024,SOU,0,0.14,1,2.45
2444488,24th Aug 2024,EVE,0,1.00,4,2.43
2444488,24th Aug 2024,TOT,4,2.43,0,1.00
2444489,25th Aug 2024,CHE,6,1.68,2,1.96
2444489,25th Aug 2024,WOL,2,1.96,6,1.68
2444490,31st Aug 2024,ARS,1,2.14,1,1.76
2444490,31st Aug 2024,BHA,1,1.76,1,2.14
2444491,31st Aug 2024,BRE,3,2.78,1,1.57
2444491,31st Aug 2024,SOU,1,1.57,3,2.78
2444492,1st Sep 2024,CHE,1,2.37,1,0.54
2444492,1st Sep 2024,CRY,1,0.54,1,2.37
2444493,31st Aug 2024,BOU,3,2.37,2,1.99
2444493,31st Aug 2024,EVE,2,1.99,3,2.37
2444494,31st Aug 2024,FUL,1,0.95,1,0.45
2444494,31st Aug 2024,IPS,1,0.45,1,0.95
2444495,31st Aug 2024,AVL,2,1.55,1,0.45
2444495,31st Aug 2024,LEI,1,0.45,2,1.55
2444496,1st Sep 2024,LIV,3,1.79,0,1.36
2444496,1st Sep 2024,MUN,0,1.36,3,1.79
2444497,1st Sep 2024,NEW,2,1.83,1,1.26
2444497,1st Sep 2024,TOT,1,1.26,2,1.83
2444498,31st Aug 2024,NFO,1,1.04,1,0.74
2444498,31st Aug 2024,WOL,1,0.74,1,1.04
2444499,31st Aug 2024,MCI,3,3.00,1,0.73
2444499,31st Aug 2024,WHU,1,0.73,3,3.00
2444500,14th Sep 2024,BOU,0,1.77,1,0.77
2444500,14th Sep 2024,CHE,1,0.77,0,1.77
2444501,14th Sep 2024,AVL,3,2.13,2,0.90
2444501,14th Sep 2024,EVE,2,0.90,3,2.13
2444502,14th Sep 2024,BHA,0,1.66,0,0.35
2444502,14th Sep 2024,IPS,0,0.35,0,1.66
2444503,14th Sep 2024,CRY,2,2.55,2,1.23
2444503,14th Sep 2024,LEI,2,1.23,2,2.55
2444504,14th Sep 2024,FUL,1,1.54,1,0.76
2444504,14th Sep 2024,WHU,1,0.76,1,1.54
2444505,14th Sep 2024,LIV,0,0.94,1,0.44
2444505,14th Sep 2024,NFO,1,0.44,0,0.94
2444506,14th Sep 2024,BRE,1,0.96,2,2.17
2444506,14th Sep 2024,MCI,2,2.17,1,0.96
2444507,14th Sep 2024,MUN,3,2.67,0,1.12
2444507,14th Sep 2024,SOU,0,1.12,3,2.67
2444508,15th Sep 2024,ARS,1,0.74,0,0.71
2444508,15th Sep 2024,TOT,0,0.71,1,0.74
2444509,15th Sep 2024,NEW,2,1.52,1,1.23
2444509,15th Sep 2024,WOL,1,1.23,2,1.52
2444510,21st Sep 2024,AVL,3,1.73,1,0.51
