match_id,nick_name,full_name,pos,team,cost,mins,goals,assists,cs,goals_c,own_goals,y_c,r_c,bonus,points
2367538,Redmond,Nathan Redmond,Midfielder,BUR,4.7,5,0,0,0,0,0,0,0,0,1
2367538,Cullen,Josh Cullen,Midfielder,BUR,5.0,90,0,0,0,3,0,0,0,0,2
2367538,Brownhill,Josh Brownhill,Midfielder,BUR,4.7,5,0,0,0,0,0,0,0,0,1
2367538,Bruun Larsen,Jacob Bruun Larsen,Midfielder,BUR,5.5,33,0,0,0,1,0,0,0,0,1
2367538,Manuel,Benson Manuel,Midfielder,BUR,5.5,21,0,0,0,1,0,0,0,0,1
2367538,Roberts (Connor),Connor Roberts,Defender,BUR,4.5,90,0,0,0,3,0,0,0,0,1
2367538,Berge,Sander Berge,Midfielder,BUR,5.0,88,0,0,0,3,0,0,0,0,2
2367538,O'Shea,Dara O'Shea,Defender,BUR,3.8,90,0,0,0,3,0,0,0,0,1
2367538,Beyer,Jordan Beyer,Defender,BUR,4.0,71,0,0,0,2,0,0,0,0,1
2367538,Trafford,James Trafford,Goalkeeper,BUR,5.0,90,0,0,0,3,0,0,0,0,2
2367538,Foster,Lyle Foster,Forward,BUR,5.0,88,0,0,0,3,0,0,0,0,2
2367538,Vitinho,Victor Alexander da Silva,Defender,BUR,4.4,90,0,0,0,3,0,0,0,0,1
2367538,Koleosho,Luca Koleosho,Midfielder,BUR,5.0,60,0,0,0,2,0,0,0,0,2
2367538,Al Dakhil,Ameen Al Dakhil,Defender,BUR,3.8,90,0,0,0,3,0,0,0,0,1
2367538,Amdouni,Zeki Amdouni,Forward,BUR,5.0,60,0,0,0,2,0,0,0,0,2
2367538,Zaroury,Anass Zaroury,Midfielder,BUR,4.6,31,0,0,0,1,0,0,1,0,0
2367538,Walker,Kyle Walker,Defender,MCI,4.5,90,0,0,1,0,0,0,0,0,6
2367538,De Bruyne,Kevin De Bruyne,Midfielder,MCI,9.5,21,0,0,0,0,0,0,0,0,1
2367538,Kovacic,Mateo Kovacic,Midfielder,MCI,6.0,72,0,0,1,0,0,0,0,0,3
2367538,Ederson,Ederson Santana de Moraes,Goalkeeper,MCI,5.5,90,0,0,1,0,0,0,0,0,6
2367538,Aké,Nathan Aké,Defender,MCI,5.5,77,0,0,1,0,0,0,0,1,7
2367538,Laporte,Aymeric Laporte,Defender,MCI,5.0,16,0,0,0,0,0,0,0,0,1
2367538,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,Midfielder,MCI,6.5,90,0,0,1,0,0,0,0,0,3
2367538,Foden,Phil Foden,Midfielder,MCI,8.0,90,0,0,1,0,0,0,0,0,3
2367538,Akanji,Manuel Akanji,Defender,MCI,5.5,90,0,0,1,0,0,0,0,0,6
2367538,Rodri,Rodrigo Hernández Cascante,Midfielder,MCI,6.5,90,1,1,1,0,0,0,0,2,13
2367538,Haaland,Erling Haaland,Forward,MCI,14.0,77,2,0,1,0,0,0,0,3,13
2367538,Palmer,Cole Palmer,Midfielder,MCI,10.5,15,0,0,0,0,0,0,0,0,1
2367538,Mcatee,James Mcatee,Midfielder,MCI,5.5,4,0,0,0,0,0,0,0,0,1
2367538,Álvarez (Julián),Julián Álvarez,Forward,MCI,7.0,90,0,1,1,0,0,0,0,0,5
2367538,Lewis (Rico),Rico Lewis,Defender,MCI,5.0,77,0,0,1,0,0,0,0,0,6
2367538,Gvardiol,Joško Gvardiol,Defender,MCI,6.0,16,0,0,0,0,0,0,0,0,1
2367539,Neto,Norberto Murara Neto,Goalkeeper,BOU,4.5,90,0,0,0,1,0,0,0,0,2
2367539,Brooks (David),David Brooks,Midfielder,BOU,5.0,72,0,0,0,1,0,0,0,0,2
2367539,Moore (Kieffer),Kieffer Moore,Forward,BOU,4.6,27,0,0,0,0,0,0,0,0,1
2367539,Solanke,Dominic Solanke,Forward,BOU,7.5,90,1,0,0,1,0,0,0,1,7
2367539,Rothwell,Joe Rothwell,Midfielder,BOU,4.8,90,0,0,0,1,0,0,0,0,2
2367539,Christie,Ryan Christie,Midfielder,BOU,5.0,66,0,0,0,1,0,0,0,0,2
2367539,Billing,Philip Billing,Midfielder,BOU,5.0,90,0,0,0,1,0,0,0,0,2
2367539,Senesi,Marcos Senesi,Defender,BOU,4.5,58,0,0,0,1,0,0,0,0,1
2367539,Kluivert,Justin Kluivert,Midfielder,BOU,7.0,35,0,0,0,0,0,0,0,0,1
2367539,Mepham,Chris Mepham,Defender,BOU,4.0,35,0,0,0,0,0,1,0,0,0
2367539,Aarons,Maximillian Aarons,Defender,BOU,4.3,72,0,0,0,1,0,0,0,0,2
2367539,Semenyo,Antoine Semenyo,Forward,BOU,7.0,21,0,1,0,0,0,0,0,0,4
2367539,Anthony,Jaidon Anthony,Midfielder,BOU,5.5,58,0,0,0,1,0,0,0,0,1
2367539,Hill (James),James Hill,Defender,BOU,4.0,21,0,0,0,0,0,0,0,0,1
2367539,Zabarnyi,Illia Zabarnyi,Defender,BOU,5.0,90,0,0,0,1,0,0,0,0,2
2367539,Kerkez,Milos Kerkez,Defender,BOU,6.0,90,0,0,0,1,0,0,0,0,2
2367539,Antonio,Michail Antonio,Forward,WHU,5.2,75,0,0,1,0,0,1,0,0,1
2367539,Areola,Alphonse Areola,Goalkeeper,WHU,4.5,90,0,0,0,1,0,0,0,0,3
2367539,Ings,Danny Ings,Forward,WHU,4.8,17,0,0,0,1,0,0,0,0,1
2367539,Zouma,Kurt Zouma,Defender,WHU,4.4,90,0,0,0,1,0,0,0,0,2
2367539,Emerson,Emerson Palmieri dos Santos,Defender,WHU,4.5,90,0,0,0,1,0,1,0,0,1
2367539,Cornet,Maxwel Cornet,Midfielder,WHU,5.0,3,0,0,0,0,0,0,0,0,1
2367539,Coufal,Vladimir Coufal,Defender,WHU,4.1,90,0,0,0,1,0,0,0,0,2
2367539,Benrahma,Said Benrahma,Midfielder,WHU,5.6,90,0,0,0,1,0,0,0,0,2
2367539,Bowen,Jarrod Bowen,Midfielder,WHU,8.0,90,1,0,0,1,0,1,0,3,9
2367539,Kehrer,Thilo Kehrer,Defender,WHU,4.2,12,0,0,0,0,0,0,0,0,1
2367539,Aguerd,Nayef Aguerd,Defender,WHU,4.5,90,0,0,0,1,0,0,0,0,2
2367539,Soucek,Tomas Soucek,Midfielder,WHU,6.0,90,0,1,0,1,0,0,0,2,7
2367539,Fornals,Pablo Fornals,Midfielder,WHU,4.6,82,0,0,0,1,0,0,0,0,2
2367539,Lucas Paquetá,Lucas Tolentino Coelho de Lima,Midfielder,WHU,6.0,90,0,0,0,1,0,1,0,0,1
2367540,Trossard,Leandro Trossard,Midfielder,ARS,7.0,25,0,0,0,1,0,0,0,0,1
