match_id,nick_name,full_name,pos,team,clearences,blocks,interceptions,recoveries,tackles_won
2292812,Sterling (Raheem),Raheem Sterling,Midfielder,CHE,0,0,0,3,1
2292812,Kanté,N'Golo Kanté,Midfielder,CHE,0,0,2,12,2
2292812,Loftus-Cheek,Ruben Loftus-Cheek,Midfielder,CHE,1,0,0,1,1
2292812,Chilwell,Benjamin Chilwell,Defender,CHE,1,0,0,1,0
2292812,Pulisic,Christian Pulisic,Midfielder,CHE,1,0,1,3,1
2292812,Cucurella,Marc Cucurella,Defender,CHE,0,0,0,3,1
2292812,Mount,Mason Mount,Midfielder,CHE,0,1,0,3,0
2292812,Havertz,Kai Havertz,Midfielder,CHE,0,0,0,3,0
2292812,James (Reece),Reece James,Defender,CHE,3,0,1,6,0
2292812,Mendy (Edouard),Edouard Mendy,Goalkeeper,CHE,1,0,0,9,0
2292812,Gallagher,Conor Gallagher,Midfielder,CHE,1,0,0,0,0
2292812,Broja,Armando Broja,Forward,CHE,0,0,0,2,0
2292812,Tarkowski,James Tarkowski,Defender,EVE,3,3,2,9,0
2292812,Alli,Bamidele Alli,Midfielder,EVE,0,0,0,1,0
2292812,Pickford,Jordan Pickford,Goalkeeper,EVE,0,0,0,12,0
2292812,Doucouré,Abdoulaye Doucouré,Midfielder,EVE,1,0,0,9,4
2292812,Iwobi,Alex Iwobi,Midfielder,EVE,3,0,2,7,0
2292812,Mina,Yerry Mina,Defender,EVE,3,1,1,3,0
2292812,Gray (Demarai),Demarai Gray,Midfielder,EVE,0,0,0,6,1
2292812,Holgate,Mason Holgate,Defender,EVE,9,1,1,3,2
2292812,Godfrey,Ben Godfrey,Defender,EVE,0,0,0,0,1
2292812,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,Defender,EVE,1,0,0,3,1
2292812,Mykolenko,Vitaliy Mykolenko,Defender,EVE,3,1,2,3,0
2292812,Gordon (Anthony),Anthony Gordon,Midfielder,EVE,0,0,0,3,2
2292812,Patterson (Nathan),Nathan Patterson,Defender,EVE,3,0,0,4,2
2292812,McNeil,Dwight McNeil,Midfielder,EVE,0,0,0,5,4
2292813,Duffy,Shane Duffy,Defender,FUL,0,0,0,0,0
2292813,Cairney,Tom Cairney,Midfielder,FUL,0,0,0,0,0
2292813,Ream,Tim Ream,Defender,FUL,5,1,1,8,0
2292813,Kebano,Neeskens Kebano,Midfielder,FUL,0,0,0,5,0
2292813,DeCordova-Reid,Bobby DeCordova-Reid,Midfielder,FUL,1,0,0,7,1
2292813,Tosin,Oluwatosin Adarabioyo,Defender,FUL,7,0,1,5,0
2292813,Mitrovic,Aleksandar Mitrovic,Forward,FUL,3,1,1,7,0
2292813,Reed,Harrison Reed,Midfielder,FUL,3,1,2,5,2
2292813,João Palhinha,João Maria Lobo Alves Palhinha Gonçalves,Midfielder,FUL,1,0,1,4,4
2292813,Rodák,Marek Rodák,Goalkeeper,FUL,0,0,0,11,0
2292813,Pereira,Andreas Pereira,Midfielder,FUL,0,0,0,3,0
2292813,Tete,Kenny Tete,Defender,FUL,5,0,2,4,5
2292813,Robinson (Antonee),Antonee Robinson,Defender,FUL,5,0,2,10,1
2292813,Solomon,Manor Solomon,Midfielder,FUL,0,0,0,4,0
2292813,Milner,James Milner,Midfielder,LIV,0,0,0,2,0
2292813,Henderson (Jordan),Jordan Henderson,Midfielder,LIV,1,0,1,8,0
2292813,Matip,Joel Matip,Defender,LIV,4,1,2,8,3
2292813,Thiago Alcántara,Thiago Alcántara do Nascimento,Midfielder,LIV,0,0,1,8,0
2292813,Firmino,Roberto Firmino Barbosa de Oliveira,Forward,LIV,0,1,0,3,1
2292813,van Dijk,Virgil van Dijk,Defender,LIV,6,0,0,9,1
2292813,Alisson,Alisson Ramses Becker,Goalkeeper,LIV,0,0,0,10,0
2292813,Fabinho,Fabio Henrique Tavares,Midfielder,LIV,0,1,1,6,1
2292813,Salah,Mohamed Salah,Midfielder,LIV,0,0,1,2,0
2292813,Robertson (Andrew),Andrew Robertson,Defender,LIV,1,1,0,2,1
2292813,Alexander-Arnold,Trent Alexander-Arnold,Defender,LIV,2,0,1,6,2
2292813,Díaz,Luis Díaz,Midfielder,LIV,0,0,0,2,0
2292813,Carvalho,Fabio Carvalho,Midfielder,LIV,0,0,2,0,0
2292813,Elliott (Harvey),Harvey Elliott,Midfielder,LIV,0,0,1,4,0
2292813,Núñez,Darwin Núñez,Forward,LIV,0,0,0,0,0
2292814,Klich,Mateusz Klich,Midfielder,LEE,0,0,0,2,0
2292814,Rodrigo,Rodrigo Moreno Machado,Midfielder,LEE,1,0,2,2,0
2292814,Bamford,Patrick Bamford,Forward,LEE,2,0,0,5,0
2292814,Diego Llorente,Diego Javier Llorente Ríos,Defender,LEE,4,1,2,7,1
2292814,Koch,Robin Koch,Defender,LEE,4,2,1,5,3
2292814,Adams (Tyler),Tyler Adams,Midfielder,LEE,2,0,1,8,2
2292814,Harrison,Jack Harrison,Midfielder,LEE,1,0,1,9,1
2292814,Struijk,Pascal Struijk,Defender,LEE,3,0,3,7,3
2292814,Kristensen,Rasmus Kristensen,Defender,LEE,4,0,2,5,1
2292814,Roca,Marc Roca,Midfielder,LEE,0,0,2,6,1
2292814,Greenwood (Sam),Sam Greenwood,Forward,LEE,0,0,0,0,1
2292814,Aaronson,Brenden Aaronson,Midfielder,LEE,0,0,0,3,1
2292814,Meslier,Illan Meslier,Goalkeeper,LEE,0,0,0,10,0
2292814,Summerville,Crysencio Summerville,Midfielder,LEE,0,0,0,1,0
2292814,Gelhardt,Joe Gelhardt,Forward,LEE,1,0,0,0,0
2292814,Jonny,Jonathan Castro Otto,Defender,WOL,0,0,3,7,2
2292814,José Sá,José Pedro Malheiro de Sá,Goalkeeper,WOL,0,0,0,10,0
2292814,Dendoncker (Leander),Leander Dendoncker,Midfielder,WOL,2,0,5,9,2
2292814,Ruben Neves,Rúben Diogo da Silva Neves,Midfielder,WOL,5,2,1,9,3
2292814,Hwang Hee-Chan,Hee-Chan Hwang,Midfielder,WOL,1,0,0,3,0
