match_id,nick_name,full_name,pos,team,bps
2292810,Xhaka,Granit Xhaka,Midfielder,ARS,16
2292810,Partey,Thomas Partey,Midfielder,ARS,20
2292810,Odegaard,Martin Odegaard,Midfielder,ARS,9
2292810,Tierney,Kieran Tierney,Defender,ARS,3
2292810,White (Ben),Ben White,Defender,ARS,27
2292810,Eddie Nketiah,Edward Nketiah,Forward,ARS,4
2292810,Jesus,Gabriel Fernando de Jesus,Forward,ARS,8
2292810,Zinchenko,Oleksandr Zinchenko,Defender,ARS,40
2292810,Saka,Bukayo Saka,Midfielder,ARS,11
2292810,Ramsdale,Aaron Ramsdale,Goalkeeper,ARS,25
2292810,Gabriel Magalhães,Gabriel dos Santos Magalhães,Defender,ARS,29
2292810,Sambi Lokonga,Albert Sambi Lokonga,Midfielder,ARS,4
2292810,Martinelli,Gabriel Teodoro Martinelli Silva,Midfielder,ARS,26
2292810,Saliba,William Saliba,Defender,ARS,31
2292810,Guaita,Vicente Guaita,Goalkeeper,CRY,8
2292810,Clyne,Nathaniel Clyne,Defender,CRY,2
2292810,Milivojevic,Luka Milivojevic,Midfielder,CRY,3
2292810,Ayew (Jordan),Jordan Ayew,Midfielder,CRY,9
2292810,Zaha,Wilfried Zaha,Midfielder,CRY,20
2292810,Schlupp,Jeffrey Schlupp,Midfielder,CRY,11
2292810,Hughes (Will),Will Hughes,Midfielder,CRY,2
2292810,Andersen,Joachim Andersen,Defender,CRY,13
2292810,Edouard,Odsonne Edouard,Forward,CRY,-3
2292810,Marc Guehi,Addji Keaninkin Marc-Israel Guehi,Defender,CRY,-1
2292810,Mateta,Jean-Philippe Mateta,Forward,CRY,2
2292810,Eze,Eberechi Eze,Midfielder,CRY,9
2292810,Mitchell,Tyrick Mitchell,Defender,CRY,4
2292810,Doucoure,Cheick Oumar Doucoure,Midfielder,CRY,16
2292810,Ebiowei,Malcolm Ebiowei,Midfielder,CRY,2
2292811,Coutinho,Philippe Coutinho,Midfielder,AVL,7
2292811,Ings,Danny Ings,Forward,AVL,2
2292811,Martinez,Emiliano Martinez,Goalkeeper,AVL,2
2292811,Digne,Lucas Digne,Defender,AVL,5
2292811,McGinn,John McGinn,Midfielder,AVL,18
2292811,Diego Carlos,Diego Carlos Santos Silva,Defender,AVL,0
2292811,Watkins,Ollie Watkins,Forward,AVL,3
2292811,Buendía,Emiliano Buendía,Midfielder,AVL,9
2292811,Cash,Matthew Cash,Defender,AVL,10
2292811,Konsa Ngoyo,Ezri Konsa Ngoyo,Defender,AVL,11
2292811,Bailey,Leon Bailey,Midfielder,AVL,9
2292811,Kamara,Boubacar Kamara,Midfielder,AVL,10
2292811,Douglas Luiz,Douglas Luiz Soares de Paulo,Midfielder,AVL,-1
2292811,Ramsey (Jacob),Jacob Ramsey,Midfielder,AVL,15
2292811,Archer,Cameron Archer,Forward,AVL,3
2292811,Smith (Adam),Adam Smith,Defender,BOU,13
2292811,Stanislas,Junior Stanislas,Midfielder,BOU,3
2292811,Moore (Kieffer),Kieffer Moore,Forward,BOU,32
2292811,Lerma,Jefferson Lerma,Midfielder,BOU,32
2292811,Solanke,Dominic Solanke,Forward,BOU,6
2292811,Cook (Lewis),Lewis Cook,Midfielder,BOU,4
2292811,Pearson,Ben Pearson,Midfielder,BOU,4
2292811,Christie,Ryan Christie,Midfielder,BOU,2
2292811,Billing,Philip Billing,Midfielder,BOU,10
2292811,Tavernier,Marcus Tavernier,Midfielder,BOU,23
2292811,Mepham,Chris Mepham,Defender,BOU,30
2292811,Travers,Mark Travers,Goalkeeper,BOU,24
2292811,Kelly (Lloyd),Lloyd Kelly,Defender,BOU,40
2292811,Zemura,Jordan Zemura,Defender,BOU,25
2292812,Azpilicueta,César Azpilicueta,Defender,CHE,32
2292812,Thiago Silva,Thiago Emiliano da Silva,Defender,CHE,27
2292812,Jorginho,Jorge Luiz Frello Filho,Midfielder,CHE,35
2292812,Koulibaly,Kalidou Koulibaly,Defender,CHE,27
2292812,Sterling (Raheem),Raheem Sterling,Midfielder,CHE,1
2292812,Kanté,N'Golo Kanté,Midfielder,CHE,19
2292812,Loftus-Cheek,Ruben Loftus-Cheek,Midfielder,CHE,2
2292812,Chilwell,Benjamin Chilwell,Defender,CHE,27
2292812,Pulisic,Christian Pulisic,Midfielder,CHE,8
2292812,Cucurella,Marc Cucurella,Defender,CHE,8
2292812,Mount,Mason Mount,Midfielder,CHE,10
2292812,Havertz,Kai Havertz,Midfielder,CHE,4
2292812,James (Reece),Reece James,Defender,CHE,29
2292812,Mendy (Edouard),Edouard Mendy,Goalkeeper,CHE,28
2292812,Gallagher,Conor Gallagher,Midfielder,CHE,3
2292812,Broja,Armando Broja,Forward,CHE,8
2292812,Tarkowski,James Tarkowski,Defender,EVE,15
2292812,Alli,Bamidele Alli,Midfielder,EVE,2
2292812,Pickford,Jordan Pickford,Goalkeeper,EVE,15
2292812,Doucouré,Abdoulaye Doucouré,Midfielder,EVE,17
2292812,Iwobi,Alex Iwobi,Midfielder,EVE,16
2292812,Mina,Yerry Mina,Defender,EVE,3
2292812,Gray (Demarai),Demarai Gray,Midfielder,EVE,7
2292812,Holgate,Mason Holgate,Defender,EVE,8
2292812,Godfrey,Ben Godfrey,Defender,EVE,5
2292812,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,Defender,EVE,6
2292812,Mykolenko,Vitaliy Mykolenko,Defender,EVE,0
2292812,Gordon (Anthony),Anthony Gordon,Midfielder,EVE,5
2292812,Patterson (Nathan),Nathan Patterson,Defender,EVE,9
2292812,McNeil,Dwight McNeil,Midfielder,EVE,18
2292813,Duffy,Shane Duffy,Defender,FUL,3
2292813,Cairney,Tom Cairney,Midfielder,FUL,3
2292813,Ream,Tim Ream,Defender,FUL,7
2292813,Kebano,Neeskens Kebano,Midfielder,FUL,4
2292813,DeCordova-Reid,Bobby DeCordova-Reid,Midfielder,FUL,9
2292813,Tosin,Oluwatosin Adarabioyo,Defender,FUL,3
2292813,Mitrovic,Aleksandar Mitrovic,Forward,FUL,65
2292813,Reed,Harrison Reed,Midfielder,FUL,12
2292813,João Palhinha,João Maria Lobo Alves Palhinha Gonçalves,Midfielder,FUL,10
2292813,Rodák,Marek Rodák,Goalkeeper,FUL,3
2292813,Pereira,Andreas Pereira,Midfielder,FUL,5
2292813,Tete,Kenny Tete,Defender,FUL,20
2292813,Robinson (Antonee),Antonee Robinson,Defender,FUL,5
2292813,Solomon,Manor Solomon,Midfielder,FUL,1
2292813,Milner,James Milner,Midfielder,LIV,1
2292813,Henderson (Jordan),Jordan Henderson,Midfielder,LIV,14
2292813,Matip,Joel Matip,Defender,LIV,12
2292813,Thiago Alcántara,Thiago Alcántara do Nascimento,Midfielder,LIV,9
2292813,Firmino,Roberto Firmino Barbosa de Oliveira,Forward,LIV,4
