match_id,date,team,goals,xg,goals_c,xg_c
2292854,30th Aug 2022,EVE,1,1.00,1,1.01
2292854,30th Aug 2022,LEE,1,1.01,1,1.00
2292855,1st Sep 2022,LEI,0,0.73,1,1.55
2292855,1st Sep 2022,MUN,1,1.55,0,0.73
2292856,31st Aug 2022,TOT,1,0.63,1,1.24
2292856,31st Aug 2022,WHU,1,1.24,1,0.63
2292857,31st Aug 2022,LIV,2,1.50,1,0.72
2292857,31st Aug 2022,NEW,1,0.72,2,1.50
2292858,31st Aug 2022,MCI,6,3.32,0,0.66
2292858,31st Aug 2022,NFO,0,0.66,6,3.32
2292859,30th Aug 2022,CHE,1,1.10,2,1.10
2292859,30th Aug 2022,SOU,2,1.10,1,1.10
2292860,3rd Sep 2022,AVL,1,0.34,1,2.10
2292860,3rd Sep 2022,MCI,1,2.10,1,0.34
2292861,3rd Sep 2022,BRE,5,2.43,2,1.92
2292861,3rd Sep 2022,LEE,2,1.92,5,2.43
2292862,4th Sep 2022,BHA,5,2.76,2,1.45
2292862,4th Sep 2022,LEI,2,1.45,5,2.76
2292863,3rd Sep 2022,CHE,2,0.87,1,1.10
2292863,3rd Sep 2022,WHU,1,1.10,2,0.87
2292864,3rd Sep 2022,EVE,0,1.72,0,2.19
2292864,3rd Sep 2022,LIV,0,2.19,0,1.72
2292865,4th Sep 2022,ARS,1,1.32,3,1.55
2292865,4th Sep 2022,MUN,3,1.55,1,1.32
2292866,3rd Sep 2022,CRY,0,1.01,0,2.83
2292866,3rd Sep 2022,NEW,0,2.83,0,1.01
2292867,3rd Sep 2022,BOU,3,0.78,2,1.90
2292867,3rd Sep 2022,NFO,2,1.90,3,0.78
2292868,3rd Sep 2022,FUL,1,0.73,2,2.98
2292868,3rd Sep 2022,TOT,2,2.98,1,0.73
2292869,3rd Sep 2022,SOU,0,1.20,1,0.80
2292869,3rd Sep 2022,WOL,1,0.80,0,1.20
2292870,4th Apr 2023,BOU,0,1.74,2,2.67
2292870,4th Apr 2023,BHA,2,2.67,0,1.74
2292871,1st Mar 2023,ARS,4,2.65,0,1.17
2292871,1st Mar 2023,EVE,0,1.17,4,2.65
2292872,18th Jan 2023,CRY,1,0.53,1,2.08
2292872,18th Jan 2023,MUN,1,2.08,1,0.53
2292873,12th Jan 2023,CHE,1,2.17,2,0.98
2292873,12th Jan 2023,FUL,2,0.98,1,2.17
2292874,4th Apr 2023,LEE,2,1.86,1,0.80
2292874,4th Apr 2023,NFO,1,0.80,2,1.86
2292875,4th Apr 2023,AVL,2,1.02,1,0.47
2292875,4th Apr 2023,LEI,1,0.47,2,1.02
2292876,1st Mar 2023,LIV,2,2.61,0,0.92
2292876,1st Mar 2023,WOL,0,0.92,2,2.61
2292877,19th Jan 2023,MCI,4,2.37,2,0.81
2292877,19th Jan 2023,TOT,2,0.81,4,2.37
2292878,15th Mar 2023,BRE,2,1.88,0,0.52
2292878,15th Mar 2023,SOU,0,0.52,2,1.88
2292879,5th Apr 2023,NEW,5,3.29,1,0.98
2292879,5th Apr 2023,WHU,1,0.98,5,3.29
2292880,16th Sep 2022,AVL,1,1.50,0,0.34
2292880,16th Sep 2022,SOU,0,0.34,1,1.50
2292881,18th Sep 2022,ARS,3,1.52,0,0.53
2292881,18th Sep 2022,BRE,0,0.53,3,1.52
2292882,15th Mar 2023,BHA,1,0.60,0,1.20
2292882,15th Mar 2023,CRY,0,1.20,1,0.60
2292883,4th Apr 2023,CHE,0,2.17,0,0.35
2292883,4th Apr 2023,LIV,0,0.35,0,2.17
2292884,18th Sep 2022,EVE,1,0.36,0,1.04
2292884,18th Sep 2022,WHU,0,1.04,1,0.36
2292885,8th Feb 2023,LEE,2,0.63,2,2.04
2292885,8th Feb 2023,MUN,2,2.04,2,0.63
2292886,17th Sep 2022,BOU,1,0.75,1,1.92
2292886,17th Sep 2022,NEW,1,1.92,1,0.75
2292887,16th Sep 2022,FUL,3,0.94,2,1.41
2292887,16th Sep 2022,NFO,2,1.41,3,0.94
2292888,17th Sep 2022,LEI,2,1.77,6,2.19
2292888,17th Sep 2022,TOT,6,2.19,2,1.77
2292889,17th Sep 2022,MCI,3,1.06,0,0.41
2292889,17th Sep 2022,WOL,0,0.41,3,1.06
2292890,1st Oct 2022,BOU,0,0.38,0,0.87
2292890,1st Oct 2022,BRE,0,0.87,0,0.38
2292891,1st Oct 2022,ARS,3,2.38,1,1.57
2292891,1st Oct 2022,TOT,1,1.57,3,2.38
2292892,1st Oct 2022,CHE,2,1.14,1,0.44
2292892,1st Oct 2022,CRY,1,0.44,2,1.14
2292893,1st Oct 2022,FUL,1,0.47,4,3.55
2292893,1st Oct 2022,NEW,4,3.55,1,0.47
2292894,2nd Oct 2022,AVL,0,2.25,0,0.37
2292894,2nd Oct 2022,LEE,0,0.37,0,2.25
2292895,3rd Oct 2022,LEI,4,1.32,0,1.16
2292895,3rd Oct 2022,NFO,0,1.16,4,1.32
2292896,1st Oct 2022,BHA,3,1.37,3,1.47
2292896,1st Oct 2022,LIV,3,1.47,3,1.37
2292897,2nd Oct 2022,MCI,6,3.30,3,1.67
2292897,2nd Oct 2022,MUN,3,1.67,6,3.30
2292898,1st Oct 2022,EVE,2,1.96,1,1.75
2292898,1st Oct 2022,SOU,1,1.75,2,1.96
2292899,1st Oct 2022,WHU,2,0.92,0,0.74
2292899,1st Oct 2022,WOL,0,0.74,2,0.92
2292900,8th Oct 2022,BOU,2,1.14,1,1.08
2292900,8th Oct 2022,LEI,1,1.08,2,1.14
2292901,9th Oct 2022,ARS,3,3.09,2,1.13
2292901,9th Oct 2022,LIV,2,1.13,3,3.09
2292902,8th Oct 2022,BHA,0,0.72,1,0.79
2292902,8th Oct 2022,TOT,1,0.79,0,0.72
2292903,8th Oct 2022,CHE,3,1.91,0,1.11
2292903,8th Oct 2022,WOL,0,1.11,3,1.91
2292904,9th Oct 2022,CRY,2,1.08,1,0.97
2292904,9th Oct 2022,LEE,1,0.97,2,1.08
2292905,9th Oct 2022,EVE,1,0.65,2,1.45
2292905,9th Oct 2022,MUN,2,1.45,1,0.65
2292906,8th Oct 2022,MCI,4,2.47,0,0.16
2292906,8th Oct 2022,SOU,0,0.16,4,2.47
2292907,8th Oct 2022,BRE,1,1.19,5,1.53
2292907,8th Oct 2022,NEW,5,1.53,1,1.19
2292908,10th Oct 2022,AVL,1,0.69,1,0.31
2292908,10th Oct 2022,NFO,1,0.31,1,0.69
2292909,9th Oct 2022,FUL,1,0.70,3,3.04
2292909,9th Oct 2022,WHU,3,3.04,1,0.70
2292910,16th Oct 2022,AVL,0,1.79,2,0.87
2292910,16th Oct 2022,CHE,2,0.87,0,1.79
2292911,14th Oct 2022,BRE,2,1.47,0,1.95
2292911,14th Oct 2022,BHA,0,1.95,2,1.47
2292912,15th Oct 2022,BOU,2,1.05,2,2.13
2292912,15th Oct 2022,FUL,2,2.13,2,1.05
2292913,16th Oct 2022,ARS,1,0.55,0,1.86
2292913,16th Oct 2022,LEE,0,1.86,1,0.55
2292914,15th Oct 2022,CRY,0,0.39,0,1.03
2292914,15th Oct 2022,LEI,0,1.03,0,0.39
2292915,16th Oct 2022,LIV,1,2.07,0,0.98
2292915,16th Oct 2022,MCI,0,0.98,1,2.07
2292916,16th Oct 2022,MUN,0,0.82,0,0.91
2292916,16th Oct 2022,NEW,0,0.91,0,0.82
2292917,16th Oct 2022,SOU,1,0.45,1,1.68
2292917,16th Oct 2022,WHU,1,1.68,1,0.45
2292918,15th Oct 2022,EVE,0,0.43,2,2.27
2292918,15th Oct 2022,TOT,2,2.27,0,0.43
2292919,15th Oct 2022,NFO,0,1.49,1,1.32
2292919,15th Oct 2022,WOL,1,1.32,0,1.49
2292920,19th Oct 2022,BOU,0,1.04,1,1.03
2292920,19th Oct 2022,SOU,1,1.03,0,1.04
2292921,15th Feb 2023,ARS,1,1.64,3,1.80
2292921,15th Feb 2023,MCI,3,1.80,1,1.64
2292922,19th Oct 2022,BRE,0,1.25,0,0.86
2292922,19th Oct 2022,CHE,0,0.86,0,1.25
2292923,18th Oct 2022,BHA,0,1.66,0,0.13
2292923,18th Oct 2022,NFO,0,0.13,0,1.66
2292924,18th Oct 2022,CRY,2,1.20,1,0.84
2292924,18th Oct 2022,WOL,1,0.84,2,1.20
2292925,20th Oct 2022,AVL,0,1.16,3,2.17
2292925,20th Oct 2022,FUL,3,2.17,0,1.16
2292926,20th Oct 2022,LEE,0,1.33,2,0.79
2292926,20th Oct 2022,LEI,2,0.79,0,1.33
2292927,19th Oct 2022,LIV,1,1.73,0,1.84
2292927,19th Oct 2022,WHU,0,1.84,1,1.73
2292928,19th Oct 2022,MUN,2,1.52,0,0.50
2292928,19th Oct 2022,TOT,0,0.50,2,1.52
2292929,19th Oct 2022,EVE,0,0.17,1,1.46
2292929,19th Oct 2022,NEW,1,1.46,0,0.17
2292930,23rd Oct 2022,AVL,4,2.90,0,0.95
2292930,23rd Oct 2022,BRE,0,0.95,4,2.90
2292931,22nd Oct 2022,CHE,1,1.06,1,0.84
2292931,22nd Oct 2022,MUN,1,0.84,1,1.06
2292932,22nd Oct 2022,CRY,0,0.95,3,1.45
2292932,22nd Oct 2022,EVE,3,1.45,0,0.95
2292933,23rd Oct 2022,FUL,3,1.85,2,1.71
2292933,23rd Oct 2022,LEE,2,1.71,3,1.85
2292934,22nd Oct 2022,BHA,1,0.48,3,1.63
2292934,22nd Oct 2022,MCI,3,1.63,1,0.48
2292935,22nd Oct 2022,LIV,0,1.66,1,1.85
2292935,22nd Oct 2022,NFO,1,1.85,0,1.66
2292936,23rd Oct 2022,ARS,1,0.99,1,0.67
2292936,23rd Oct 2022,SOU,1,0.67,1,0.99
2292937,23rd Oct 2022,NEW,2,1.21,1,1.65
2292937,23rd Oct 2022,TOT,1,1.65,2,1.21
2292938,24th Oct 2022,BOU,0,0.39,2,1.90
2292938,24th Oct 2022,WHU,2,1.90,0,0.39
2292939,23rd Oct 2022,LEI,4,0.89,0,2.12
2292939,23rd Oct 2022,WOL,0,2.12,4,0.89
2292940,29th Oct 2022,BOU,2,0.54,3,2.09
2292940,29th Oct 2022,TOT,3,2.09,2,0.54
2292941,30th Oct 2022,ARS,5,2.30,0,0.43
2292941,30th Oct 2022,NFO,0,0.43,5,2.30
2292942,29th Oct 2022,BRE,1,1.41,1,0.61
2292942,29th Oct 2022,WOL,1,0.61,1,1.41
2292943,29th Oct 2022,BHA,4,2.27,1,1.43
2292943,29th Oct 2022,CHE,1,1.43,4,2.27
2292944,29th Oct 2022,CRY,1,0.89,0,1.32
2292944,29th Oct 2022,SOU,0,1.32,1,0.89
2292945,29th Oct 2022,EVE,0,0.94,0,1.93
2292945,29th Oct 2022,FUL,0,1.93,0,0.94
2292946,29th Oct 2022,LEI,0,0.71,1,1.03
2292946,29th Oct 2022,MCI,1,1.03,0,0.71
2292947,29th Oct 2022,LEE,2,1.77,1,1.74
2292947,29th Oct 2022,LIV,1,1.74,2,1.77
2292948,30th Oct 2022,MUN,1,1.24,0,1.08
2292948,30th Oct 2022,WHU,0,1.08,1,1.24
2292949,29th Oct 2022,AVL,0,0.37,4,3.44
2292949,29th Oct 2022,NEW,4,3.44,0,0.37
2292950,6th Nov 2022,AVL,3,0.66,1,0.52
2292950,6th Nov 2022,MUN,1,0.52,3,0.66
2292951,6th Nov 2022,ARS,1,2.25,0,0.29
2292951,6th Nov 2022,CHE,0,0.29,1,2.25
2292952,5th Nov 2022,EVE,0,1.24,2,2.36
2292952,5th Nov 2022,LEI,2,2.36,0,1.24
2292953,5th Nov 2022,BOU,3,1.47,4,2.16
2292953,5th Nov 2022,LEE,4,2.16,3,1.47
2292954,5th Nov 2022,FUL,1,0.95,2,2.08
2292954,5th Nov 2022,MCI,2,2.08,1,0.95
2292955,5th Nov 2022,BRE,2,1.46,2,1.48
2292955,5th Nov 2022,NFO,2,1.48,2,1.46
2292956,6th Nov 2022,NEW,4,0.86,1,1.74
2292956,6th Nov 2022,SOU,1,1.74,4,0.86
2292957,6th Nov 2022,LIV,2,1.18,1,1.21
2292957,6th Nov 2022,TOT,1,1.21,2,1.18
2292958,6th Nov 2022,CRY,2,1.02,1,0.26
2292958,6th Nov 2022,WHU,1,0.26,2,1.02
2292959,5th Nov 2022,BHA,3,1.57,2,1.23
2292959,5th Nov 2022,WOL,2,1.23,3,1.57
2292960,12th Nov 2022,BOU,3,2.45,0,0.83
2292960,12th Nov 2022,EVE,0,0.83,3,2.45
2292961,13th Nov 2022,AVL,2,1.49,1,0.66
2292961,13th Nov 2022,BHA,1,0.66,2,1.49
2292962,13th Nov 2022,FUL,1,1.37,2,2.59
2292962,13th Nov 2022,MUN,2,2.59,1,1.37
2292963,12th Nov 2022,LIV,3,1.95,1,1.05
2292963,12th Nov 2022,SOU,1,1.05,3,1.95
2292964,12th Nov 2022,BRE,2,1.29,1,1.61
2292964,12th Nov 2022,MCI,1,1.61,2,1.29
2292965,12th Nov 2022,CHE,0,0.30,1,1.03
2292965,12th Nov 2022,NEW,1,1.03,0,0.30
2292966,12th Nov 2022,CRY,0,1.22,1,1.09
2292966,12th Nov 2022,NFO,1,1.09,0,1.22
2292967,12th Nov 2022,LEE,3,1.10,4,1.80
2292967,12th Nov 2022,TOT,4,1.80,3,1.10
2292968,12th Nov 2022,LEI,2,1.78,0,1.40
2292968,12th Nov 2022,WHU,0,1.40,2,1.78
2292969,12th Nov 2022,ARS,2,2.11,0,0.68
2292969,12th Nov 2022,WOL,0,0.68,2,2.11
2292970,26th Dec 2022,ARS,3,2.20,1,1.04
2292970,26th Dec 2022,WHU,1,1.04,3,2.20
2292971,26th Dec 2022,AVL,1,1.44,3,2.71
2292971,26th Dec 2022,LIV,3,2.71,1,1.44
2292972,26th Dec 2022,BRE,2,2.15,2,1.07
2292972,26th Dec 2022,TOT,2,1.07,2,2.15
2292973,27th Dec 2022,BOU,0,0.54,2,1.84
2292973,27th Dec 2022,CHE,2,1.84,0,0.54
2292974,26th Dec 2022,CRY,0,0.40,3,2.65
2292974,26th Dec 2022,FUL,3,2.65,0,0.40
2292975,26th Dec 2022,EVE,1,1.74,2,0.78
2292975,26th Dec 2022,WOL,2,0.78,1,1.74
2292976,28th Dec 2022,LEE,1,0.58,3,4.41
2292976,28th Dec 2022,MCI,3,4.41,1,0.58
2292977,26th Dec 2022,LEI,0,0.52,3,1.90
2292977,26th Dec 2022,NEW,3,1.90,0,0.52
2292978,27th Dec 2022,MUN,3,2.50,0,0.71
2292978,27th Dec 2022,NFO,0,0.71,3,2.50
2292979,26th Dec 2022,BHA,3,0.64,1,1.91
2292979,26th Dec 2022,SOU,1,1.91,3,0.64
2292980,31st Dec 2022,BOU,0,0.56,2,1.59
2292980,31st Dec 2022,CRY,2,1.59,0,0.56
2292981,31st Dec 2022,ARS,4,2.93,2,1.17
2292981,31st Dec 2022,BHA,2,1.17,4,2.93
2292982,31st Dec 2022,FUL,2,1.52,1,0.86
2292982,31st Dec 2022,SOU,1,0.86,2,1.52
2292983,30th Dec 2022,LEI,1,0.99,2,2.25
2292983,30th Dec 2022,LIV,2,2.25,1,0.99
2292984,31st Dec 2022,EVE,1,0.09,1,1.79
2292984,31st Dec 2022,MCI,1,1.79,1,0.09
2292985,31st Dec 2022,LEE,0,0.38,0,2.18
2292985,31st Dec 2022,NEW,0,2.18,0,0.38
2292986,1st Jan 2023,CHE,1,0.94,1,1.43
2292986,1st Jan 2023,NFO,1,1.43,1,0.94
2292987,1st Jan 2023,AVL,2,1.04,0,0.66
2292987,1st Jan 2023,TOT,0,0.66,2,1.04
2292988,30th Dec 2022,BRE,2,1.71,0,1.30
2292988,30th Dec 2022,WHU,0,1.30,2,1.71
2292989,31st Dec 2022,MUN,1,1.97,0,0.67
2292989,31st Dec 2022,WOL,0,0.67,1,1.97
2292990,3rd Jan 2023,ARS,0,1.12,0,1.06
2292990,3rd Jan 2023,NEW,0,1.06,0,1.12
2292991,4th Jan 2023,AVL,1,1.79,1,1.01
2292991,4th Jan 2023,WOL,1,1.01,1,1.79
2292992,2nd Jan 2023,BRE,3,1.65,1,0.90
2292992,2nd Jan 2023,LIV,1,0.90,3,1.65
2292993,5th Jan 2023,CHE,0,0.41,1,2.00
2292993,5th Jan 2023,MCI,1,2.00,0,0.41
2292994,4th Jan 2023,CRY,0,0.83,4,1.39
2292994,4th Jan 2023,TOT,4,1.39,0,0.83
2292995,3rd Jan 2023,BHA,4,2.17,1,1.29
2292995,3rd Jan 2023,EVE,1,1.29,4,2.17
2292996,4th Jan 2023,LEE,2,1.62,2,1.43
2292996,4th Jan 2023,WHU,2,1.43,2,1.62
2292997,3rd Jan 2023,FUL,1,1.68,0,1.70
2292997,3rd Jan 2023,LEI,0,1.70,1,1.68
2292998,3rd Jan 2023,BOU,0,0.58,3,2.26
2292998,3rd Jan 2023,MUN,3,2.26,0,0.58
2292999,4th Jan 2023,NFO,1,1.40,0,0.49
2292999,4th Jan 2023,SOU,0,0.49,1,1.40
2293000,13th Jan 2023,AVL,2,1.24,1,2.36
2293000,13th Jan 2023,LEE,1,2.36,2,1.24
2293001,14th Jan 2023,BOU,0,0.60,2,1.40
2293001,14th Jan 2023,BRE,2,1.40,0,0.60
2293002,14th Jan 2023,BHA,3,1.94,0,1.05
2293002,14th Jan 2023,LIV,0,1.05,3,1.94
2293003,15th Jan 2023,CHE,1,1.52,0,0.67
2293003,15th Jan 2023,CRY,0,0.67,1,1.52
2293004,14th Jan 2023,EVE,1,1.37,2,1.19
2293004,14th Jan 2023,SOU,2,1.19,1,1.37
2293005,14th Jan 2023,MCI,1,0.65,2,1.72
2293005,14th Jan 2023,MUN,2,1.72,1,0.65
2293006,15th Jan 2023,FUL,0,1.11,1,2.36
2293006,15th Jan 2023,NEW,1,2.36,0,1.11
2293007,14th Jan 2023,LEI,0,1.02,2,2.36
2293007,14th Jan 2023,NFO,2,2.36,0,1.02
2293008,15th Jan 2023,ARS,2,1.85,0,1.60
2293008,15th Jan 2023,TOT,0,1.60,2,1.85
2293009,14th Jan 2023,WHU,0,1.08,1,0.88
2293009,14th Jan 2023,WOL,1,0.88,0,1.08
2293010,21st Jan 2023,BOU,1,1.42,1,1.93
2293010,21st Jan 2023,NFO,1,1.93,1,1.42
2293011,22nd Jan 2023,ARS,3,3.25,2,0.36
2293011,22nd Jan 2023,MUN,2,0.36,3,3.25
2293012,21st Jan 2023,CRY,0,0.30,0,1.25
2293012,21st Jan 2023,NEW,0,1.25,0,0.30
2293013,23rd Jan 2023,FUL,0,0.99,1,0.91
2293013,23rd Jan 2023,TOT,1,0.91,0,0.99
2293014,22nd Jan 2023,BRE,0,0.40,0,0.49
2293014,22nd Jan 2023,LEE,0,0.49,0,0.40
2293015,21st Jan 2023,BHA,2,2.14,2,0.99
2293015,21st Jan 2023,LEI,2,0.99,2,2.14
2293016,21st Jan 2023,CHE,0,1.65,0,1.40
2293016,21st Jan 2023,LIV,0,1.40,0,1.65
2293017,22nd Jan 2023,MCI,3,2.78,0,0.79
2293017,22nd Jan 2023,WOL,0,0.79,3,2.78
2293018,21st Jan 2023,AVL,1,1.37,0,0.58
2293018,21st Jan 2023,SOU,0,0.58,1,1.37
2293019,21st Jan 2023,EVE,0,0.55,2,2.27
2293019,21st Jan 2023,WHU,2,2.27,0,0.55
2293020,4th Feb 2023,AVL,2,1.71,4,2.57
2293020,4th Feb 2023,LEI,4,2.57,2,1.71
2293021,4th Feb 2023,BRE,3,1.99,0,0.68
2293021,4th Feb 2023,SOU,0,0.68,3,1.99
2293022,4th Feb 2023,BOU,0,1.18,1,2.50
2293022,4th Feb 2023,BHA,1,2.50,0,1.18
2293023,3rd Feb 2023,CHE,0,1.33,0,0.65
2293023,3rd Feb 2023,FUL,0,0.65,0,1.33
2293024,4th Feb 2023,ARS,0,0.91,1,1.67
2293024,4th Feb 2023,EVE,1,1.67,0,0.91
2293025,4th Feb 2023,CRY,1,1.36,2,2.04
2293025,4th Feb 2023,MUN,2,2.04,1,1.36
2293026,4th Feb 2023,NEW,1,1.01,1,1.01
2293026,4th Feb 2023,WHU,1,1.01,1,1.01
2293027,5th Feb 2023,LEE,0,0.89,1,0.39
2293027,5th Feb 2023,NFO,1,0.39,0,0.89
2293028,5th Feb 2023,MCI,0,1.32,1,1.46
2293028,5th Feb 2023,TOT,1,1.46,0,1.32
2293029,4th Feb 2023,LIV,0,1.96,3,2.03
2293029,4th Feb 2023,WOL,3,2.03,0,1.96
2293030,11th Feb 2023,BOU,1,1.56,1,1.32
2293030,11th Feb 2023,NEW,1,1.32,1,1.56
2293031,11th Feb 2023,ARS,1,1.55,1,2.01
2293031,11th Feb 2023,BRE,1,2.01,1,1.55
2293032,11th Feb 2023,BHA,1,2.50,1,1.08
2293032,11th Feb 2023,CRY,1,1.08,1,2.50
2293033,11th Feb 2023,FUL,2,1.56,0,0.66
2293033,11th Feb 2023,NFO,0,0.66,2,1.56
2293034,12th Feb 2023,LEE,0,1.81,2,1.12
2293034,12th Feb 2023,MUN,2,1.12,0,1.81
2293035,11th Feb 2023,LEI,4,1.68,1,1.36
2293035,11th Feb 2023,TOT,1,1.36,4,1.68
2293036,13th Feb 2023,EVE,0,0.36,2,2.33
2293036,13th Feb 2023,LIV,2,2.33,0,0.36
2293037,12th Feb 2023,AVL,1,0.27,3,3.36
2293037,12th Feb 2023,MCI,3,3.36,1,0.27
2293038,11th Feb 2023,SOU,1,1.16,2,0.83
2293038,11th Feb 2023,WOL,2,0.83,1,1.16
2293039,11th Feb 2023,CHE,1,1.15,1,1.29
2293039,11th Feb 2023,WHU,1,1.29,1,1.15
2293040,18th Feb 2023,ARS,4,3.28,2,0.51
2293040,18th Feb 2023,AVL,2,0.51,4,3.28
2293041,18th Feb 2023,BRE,1,0.89,1,1.09
2293041,18th Feb 2023,CRY,1,1.09,1,0.89
2293042,18th Feb 2023,BHA,0,2.22,1,0.34
2293042,18th Feb 2023,FUL,1,0.34,0,2.22
2293043,18th Feb 2023,CHE,0,1.62,1,0.60
2293043,18th Feb 2023,SOU,1,0.60,0,1.62
2293044,18th Feb 2023,EVE,1,1.47,0,0.54
2293044,18th Feb 2023,LEE,0,0.54,1,1.47
2293045,19th Feb 2023,LEI,0,1.63,3,4.47
2293045,19th Feb 2023,MUN,3,4.47,0,1.63
2293046,18th Feb 2023,LIV,2,1.87,0,2.04
2293046,18th Feb 2023,NEW,0,2.04,2,1.87
2293047,18th Feb 2023,MCI,1,2.40,1,0.95
2293047,18th Feb 2023,NFO,1,0.95,1,2.40
2293048,19th Feb 2023,TOT,2,1.55,0,0.48
2293048,19th Feb 2023,WHU,0,0.48,2,1.55
