match_id,nick_name,full_name,pos,team,clearences,blocks,interceptions,recoveries,tackles_won
918893,Cech,Petr Cech,Goalkeeper,ARS,0,0,0,4,1
918893,Walcott,Theo Walcott,Midfielder,ARS,0,0,1,0,0
918893,Ozil,Mesut Ozil,Midfielder,ARS,1,0,0,2,0
918893,Monreal,Nacho Monreal,Defender,ARS,7,0,5,7,2
918893,Ramsey,Aaron Ramsey,Midfielder,ARS,0,0,0,2,0
918893,Giroud,Olivier Giroud,Forward,ARS,0,0,0,0,0
918893,Welbeck,Danny Welbeck,Forward,ARS,1,0,1,2,1
918893,Lacazette,Alexandre Lacazette,Forward,ARS,1,0,0,2,1
918893,Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Midfielder,ARS,4,0,3,10,3
918893,Xhaka,Granit Xhaka,Midfielder,ARS,1,0,1,8,0
918893,Bellerín,Héctor Bellerín,Defender,ARS,1,0,0,7,2
918893,Kolasinac,Sead Kolasinac,Defender,ARS,3,0,1,7,4
918893,Elneny,Mohamed Elneny,Midfielder,ARS,1,0,0,3,2
918893,Holding,Rob Holding,Defender,ARS,10,0,1,7,1
918893,Morgan,Wes Morgan,Defender,LEI,5,1,1,2,0
918893,Schmeichel,Kasper Schmeichel,Goalkeeper,LEI,1,0,0,6,0
918893,Fuchs,Christian Fuchs,Defender,LEI,3,1,1,4,0
918893,Simpson (Danny),Danny Simpson,Defender,LEI,3,1,1,7,0
918893,Albrighton,Marc Albrighton,Midfielder,LEI,2,1,0,5,0
918893,James (Matthew),Matthew James,Midfielder,LEI,2,0,2,4,2
918893,Okazaki,Shinji Okazaki,Forward,LEI,0,0,0,4,0
918893,Maguire,Harry Maguire,Defender,LEI,4,3,2,4,1
918893,Vardy,Jamie Vardy,Forward,LEI,0,0,0,4,1
918893,Mahrez,Riyad Mahrez,Midfielder,LEI,0,0,2,6,1
918893,Amartey,Daniel Amartey,Midfielder,LEI,1,0,0,1,1
918893,Gray (Demarai),Demarai Gray,Midfielder,LEI,0,0,0,0,0
918893,Iheanacho,Kelechi Iheanacho,Forward,LEI,0,0,0,0,0
918893,Ndidi,Onyinye Wilfred Ndidi,Midfielder,LEI,3,1,2,6,2
918894,Murphy (Jamie),Jamie Murphy,Midfielder,BHA,0,0,0,1,2
918894,Bruno,Bruno Saltor Grau,Defender,BHA,2,2,3,8,1
918894,Murray,Glenn Murray,Forward,BHA,0,0,0,1,0
918894,Hemed,Tomer Hemed,Forward,BHA,0,0,0,3,0
918894,Stephens (Dale),Dale Stephens,Midfielder,BHA,3,0,3,6,0
918894,Suttner,Markus Suttner,Defender,BHA,6,0,1,4,2
918894,Groß,Pascal Groß,Midfielder,BHA,2,0,0,4,0
918894,Duffy,Shane Duffy,Defender,BHA,9,1,0,1,0
918894,Pröpper,Davy Pröpper,Midfielder,BHA,3,0,1,3,1
918894,Dunk,Lewis Dunk,Defender,BHA,7,2,3,3,0
918894,Knockaert,Anthony Knockaert,Midfielder,BHA,0,0,0,0,1
918894,March,Solomon March,Midfielder,BHA,6,0,1,6,1
918894,Brown (Isaiah),Isaiah Brown,Midfielder,BHA,1,0,0,1,0
918894,Mat Ryan,Mathew Ryan,Goalkeeper,BHA,0,0,0,10,0
918894,Kompany,Vincent Kompany,Defender,MCI,0,2,3,3,0
918894,Silva,David Silva,Midfielder,MCI,0,0,2,2,1
918894,Fernandinho,Fernando Luiz Rosa,Midfielder,MCI,1,0,2,6,0
918894,Aguero,Sergio Aguero,Forward,MCI,0,0,0,2,0
918894,Otamendi,Nicolás Otamendi,Defender,MCI,4,0,2,6,1
918894,Walker,Kyle Walker,Defender,MCI,0,0,0,5,0
918894,De Bruyne,Kevin De Bruyne,Midfielder,MCI,0,0,0,5,2
918894,Stones,John Stones,Defender,MCI,2,0,0,2,0
918894,Danilo,Danilo Luiz da Silva,Defender,MCI,1,0,0,4,1
918894,Sterling (Raheem),Raheem Sterling,Midfielder,MCI,0,0,0,0,0
918894,Ederson,Ederson Santana de Moraes,Goalkeeper,MCI,0,0,0,10,0
918894,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,Midfielder,MCI,0,0,0,0,0
918894,Leroy Sane,Leroy Sané,Midfielder,MCI,0,0,0,0,1
918894,Jesus,Gabriel Fernando de Jesus,Forward,MCI,0,0,0,4,0
918895,Walters,Jonathan Walters,Midfielder,BUR,0,0,0,0,0
918895,Tarkowski,James Tarkowski,Defender,BUR,16,1,2,2,1
918895,Heaton,Tom Heaton,Goalkeeper,BUR,0,0,0,12,0
918895,Arfield,Scott Arfield,Midfielder,BUR,1,0,0,0,0
918895,Defour,Steven Defour,Midfielder,BUR,3,1,5,7,0
918895,Cork,Jack Cork,Midfielder,BUR,2,0,1,1,0
918895,Vokes,Sam Vokes,Forward,BUR,2,0,0,0,1
918895,Ward (Stephen),Stephen Ward,Defender,BUR,3,2,0,3,0
918895,Mee,Ben Mee,Defender,BUR,6,2,2,2,0
918895,Gudmundsson,Johann Berg Gudmundsson,Midfielder,BUR,1,0,1,1,0
918895,Lowton,Matthew Lowton,Defender,BUR,5,0,0,6,1
918895,Hendrick,Jeff Hendrick,Midfielder,BUR,1,0,1,3,0
918895,Brady,Robert Brady,Midfielder,BUR,1,1,1,2,1
918895,Fabregas,Francesc Fábregas,Midfielder,CHE,1,0,0,6,0
918895,Cahill,Gary Cahill,Defender,CHE,1,0,0,1,0
918895,Luiz,David Luiz Moreira Marinho,Defender,CHE,6,0,2,5,0
918895,Azpilicueta,César Azpilicueta,Defender,CHE,1,0,1,4,3
918895,Willian,Willian Borges Da Silva,Midfielder,CHE,1,0,0,6,1
